unique_key,created_date,closed_date,agency,complaint_type,descriptor,status,resolution_description,incident_zip,city,borough,latitude,longitude
52056586,2021-10-02T04:16:05Z,2021-10-02T04:23:39Z,NYPD,noise - vehicle,Car/Truck Horn,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11366,FRESH MEADOWS,QUEENS,40.72035285789358,-73.80769199878456
52056593,2021-10-02T05:16:20Z,NA,DSNY,other,Cat,In Progress,The Department of Sanitation removed the items.,11236,BROOKLYN,BROOKLYN,40.64732581525825,-73.89829183495016
52056622,2021-10-02T04:40:09Z,2021-10-02T04:50:58Z,NYPD,noise - vehicle,Car/Truck Horn,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11432,JAMAICA,QUEENS,40.71720288390533,-73.80341911349899
52056623,2021-10-02T04:09:01Z,2021-10-02T05:26:57Z,NYPD,noise - vehicle,Car/Truck Horn,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11236,BROOKLYN,BROOKLYN,40.64569027390154,-73.91203094096106
52056744,2021-10-02T05:33:33Z,2021-10-02T08:49:26Z,NYPD,illegal parking,Blocked Bike Lane,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11249,BROOKLYN,BROOKLYN,40.721995831709044,-73.95697886395317
52056746,2021-10-02T05:10:37Z,2021-10-02T05:26:04Z,NYPD,illegal parking,Posted Parking Sign Violation,Closed,The Police Department issued a summons in response to the complaint.,11418,RICHMOND HILL,QUEENS,40.70613798404589,-73.83626994125858
52056756,2021-10-02T04:23:19Z,2021-10-02T08:37:15Z,NYPD,noise - commercial,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11217,BROOKLYN,BROOKLYN,40.68961803724243,-73.97327313936707
52056759,2021-10-02T05:21:11Z,2021-10-02T06:23:41Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10456,NA,BRONX,40.826697202183524,-73.90352075186526
52056765,2021-10-02T05:54:35Z,2021-10-02T08:53:35Z,NYPD,noise - residential,Loud Talking,Closed,The Police Department responded to the complaint and took action to fix the condition.,10452,BRONX,BRONX,40.833528237856896,-73.92490751446348
52056766,2021-10-02T05:59:34Z,2021-10-02T06:08:26Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10033,NEW YORK,MANHATTAN,40.84637632367179,-73.93404825809533
52056768,2021-10-02T05:34:07Z,2021-10-02T10:48:42Z,NYPD,noise - street/sidewalk,Loud Talking,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11419,SOUTH RICHMOND HILL,QUEENS,40.68954588162193,-73.81802519720397
52056822,2021-10-02T05:38:01Z,2021-10-02T06:47:22Z,NYPD,illegal parking,Blocked Hydrant,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11230,BROOKLYN,BROOKLYN,40.61762489853115,-73.95487772677701
52056841,2021-10-02T05:49:04Z,2021-10-02T06:33:16Z,NYPD,illegal parking,Blocked Bike Lane,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11249,BROOKLYN,BROOKLYN,40.712749482745146,-73.9676511512524
52056849,2021-10-02T05:46:47Z,2021-10-02T06:31:19Z,NYPD,noise - residential,Banging/Pounding,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,11375,FOREST HILLS,QUEENS,40.73510169459292,-73.8554457499332
52056851,2021-10-02T04:56:20Z,2021-10-02T10:48:03Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11205,BROOKLYN,BROOKLYN,40.6938868809799,-73.97661430278656
52056854,2021-10-02T04:37:38Z,2021-10-02T07:30:23Z,NYPD,illegal parking,Posted Parking Sign Violation,Closed,The Police Department issued a summons in response to the complaint.,11385,RIDGEWOOD,QUEENS,40.704674983687866,-73.89205850763275
52056861,2021-10-02T04:18:55Z,2021-10-02T11:29:03Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11208,BROOKLYN,BROOKLYN,40.680079744706156,-73.88426022674112
52056862,2021-10-02T04:05:20Z,2021-10-02T06:42:31Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,10461,BRONX,BRONX,40.85000454447835,-73.83124576416397
52056863,2021-10-02T05:56:23Z,2021-10-02T07:14:23Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11375,FOREST HILLS,QUEENS,40.71449840216294,-73.85455976524682
52056864,2021-10-02T04:47:27Z,2021-10-02T14:37:25Z,NYPD,noise - residential,Loud Talking,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11208,BROOKLYN,BROOKLYN,40.67754870535581,-73.86621317481398
52056865,2021-10-02T05:01:09Z,2021-10-02T08:31:30Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11217,BROOKLYN,BROOKLYN,40.687439747318706,-73.978300459781
52056867,2021-10-02T05:55:17Z,2021-10-02T06:06:49Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10033,NEW YORK,MANHATTAN,40.845640128132644,-73.93298275506336
52056872,2021-10-02T04:12:01Z,2021-10-02T04:46:44Z,NYPD,noise - commercial,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11206,BROOKLYN,BROOKLYN,40.70815185639058,-73.93993079847355
52056890,2021-10-02T05:58:13Z,2021-10-02T06:39:33Z,NYPD,noise - residential,Banging/Pounding,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10039,NEW YORK,MANHATTAN,40.83044182738698,-73.93634779940312
52056891,2021-10-02T04:15:28Z,2021-10-02T11:28:35Z,NYPD,noise - residential,Banging/Pounding,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11208,BROOKLYN,BROOKLYN,40.680044178678905,-73.88437566049804
52056892,2021-10-02T05:47:01Z,2021-10-02T10:19:54Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11419,SOUTH RICHMOND HILL,QUEENS,40.68548050892454,-73.82668269816199
52056893,2021-10-02T05:25:11Z,2021-10-02T06:07:56Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11356,COLLEGE POINT,QUEENS,40.792619615351406,-73.84416862648743
52056894,2021-10-02T05:50:50Z,2021-10-02T09:16:34Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,10037,NEW YORK,MANHATTAN,40.81675888923705,-73.9354071125969
52056895,2021-10-02T05:16:01Z,2021-10-02T06:23:54Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10456,BRONX,BRONX,40.82725417920144,-73.90328146307984
52056903,2021-10-02T04:01:05Z,2021-10-02T06:02:39Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,10458,BRONX,BRONX,40.85535417373742,-73.88774723219866
52056904,2021-10-02T04:22:32Z,2021-10-02T06:38:15Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10036,NEW YORK,MANHATTAN,40.76263130225909,-73.99082016844575
52056905,2021-10-02T05:04:32Z,2021-10-02T11:04:26Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11207,BROOKLYN,BROOKLYN,40.677244951641434,-73.89336112756847
52056906,2021-10-02T04:11:50Z,2021-10-02T05:37:21Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,10456,BRONX,BRONX,40.83010905506548,-73.90372538796825
52056907,2021-10-02T05:13:07Z,2021-10-02T05:21:02Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10029,NEW YORK,MANHATTAN,40.793821746748584,-73.94722464211642
52056908,2021-10-02T05:36:41Z,2021-10-02T12:41:08Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11207,BROOKLYN,BROOKLYN,40.663236619798965,-73.89749982352002
52056909,2021-10-02T05:17:16Z,2021-10-02T10:44:56Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11208,BROOKLYN,BROOKLYN,40.67117180721445,-73.88313653755957
52056921,2021-10-02T06:00:09Z,2021-10-02T07:19:14Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11224,BROOKLYN,BROOKLYN,40.57789329107644,-73.98285747295759
52056923,2021-10-02T05:10:44Z,2021-10-02T06:08:04Z,NYPD,noise - vehicle,Car/Truck Music,Closed,The Police Department responded to the complaint and took action to fix the condition.,10012,NEW YORK,MANHATTAN,40.73037812230969,-74.00003608096098
52056948,2021-10-02T05:51:11Z,2021-10-02T06:02:57Z,NYPD,noise - commercial,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11416,OZONE PARK,QUEENS,40.68724733432742,-73.83547978787998
52056949,2021-10-02T05:26:15Z,2021-10-02T05:39:54Z,NYPD,noise - commercial,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11102,ASTORIA,QUEENS,40.767437815899136,-73.92062463615646
52056950,2021-10-02T04:51:09Z,2021-10-02T06:57:55Z,NYPD,noise - commercial,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11103,ASTORIA,QUEENS,40.764594064525035,-73.91646214153033
52056956,2021-10-02T05:59:51Z,2021-10-02T06:04:52Z,NYPD,noise - residential,Banging/Pounding,Closed,The Police Department reviewed your complaint and provided additional information below.,11235,BROOKLYN,BROOKLYN,40.58339091448294,-73.93575162825485
52056957,2021-10-02T05:44:41Z,2021-10-02T09:39:11Z,NYPD,noise - residential,Banging/Pounding,Closed,The Police Department responded to the complaint and took action to fix the condition.,10453,BRONX,BRONX,40.852492262115156,-73.92202685973932
52056958,2021-10-02T05:51:20Z,2021-10-02T10:26:32Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11212,BROOKLYN,BROOKLYN,40.66165676522414,-73.92794124698798
52056959,2021-10-02T04:53:14Z,2021-10-02T06:19:26Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10472,BRONX,BRONX,40.83340539654012,-73.8676632557862
52056960,2021-10-02T04:38:07Z,2021-10-02T06:04:04Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11368,CORONA,QUEENS,40.75611564614078,-73.86226540639673
52056963,2021-10-02T05:59:59Z,2021-10-02T06:16:03Z,NYPD,noise - residential,Loud Talking,Closed,The Police Department responded to the complaint and took action to fix the condition.,10459,BRONX,BRONX,40.8295291733699,-73.89652457121207
52056964,2021-10-02T04:17:27Z,2021-10-02T06:54:38Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11225,BROOKLYN,BROOKLYN,40.656640396014225,-73.95775624891279
52056965,2021-10-02T04:30:57Z,2021-10-02T06:12:19Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10473,BRONX,BRONX,40.82595425638907,-73.85681654588639
52056966,2021-10-02T05:50:53Z,2021-10-02T06:09:06Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10032,NEW YORK,MANHATTAN,40.83667322988104,-73.94334550127955
52056968,2021-10-02T05:17:11Z,2021-10-02T07:13:55Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11221,BROOKLYN,BROOKLYN,40.69097418717368,-73.92870648148129
52056969,2021-10-02T05:10:49Z,2021-10-02T06:02:32Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10459,BRONX,BRONX,40.829548409045366,-73.89654983563152
52056971,2021-10-02T04:31:41Z,2021-10-02T06:14:46Z,NYPD,noise - vehicle,Car/Truck Music,Closed,The Police Department responded to the complaint and took action to fix the condition.,10456,NA,BRONX,40.83047071069171,-73.90971247708467
52056972,2021-10-02T04:33:22Z,2021-10-02T07:00:02Z,NYPD,noise - vehicle,Car/Truck Music,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11368,CORONA,QUEENS,40.752304423688486,-73.86800844517306
52051391,2021-10-02T16:00:00Z,NA,DSNY,derelict vehicles,Derelict Vehicles,Open,The Department of Sanitation is in the process of investigating this complaint.,NA,NA,BROOKLYN,NA,NA
52052881,2021-10-02T16:00:00Z,NA,DSNY,derelict vehicles,Derelict Vehicles,Open,The Department of Sanitation is in the process of investigating this complaint.,11368,Corona,QUEENS,40.73671692671016,-73.86559640690896
52054282,2021-10-02T16:00:00Z,NA,DSNY,derelict vehicles,Derelict Vehicles,Open,The Department of Sanitation is in the process of investigating this complaint.,11208,BROOKLYN,BROOKLYN,40.665130030786415,-73.86987149048312
52057248,2021-10-02T22:23:38Z,2021-10-02T22:23:38Z,DOB,general construction/plumbing,Site Conditions Endangering Workers,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,11211,BROOKLYN,BROOKLYN,40.71308904995408,-73.93872516442437
52057250,2021-10-02T21:36:07Z,2021-10-02T22:21:48Z,NYPD,noise - vehicle,Engine Idling,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11001,FLORAL PARK,QUEENS,40.7370855363392,-73.70326860657768
52057251,2021-10-02T14:13:06Z,2021-10-02T14:13:06Z,DOB,general construction/plumbing,Site Conditions Endangering Workers,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,11222,BROOKLYN,BROOKLYN,40.73103795743542,-73.95944820498167
52057252,2021-10-02T14:00:34Z,2021-10-02T14:00:34Z,DOB,building/use,Illegal Conversion Of Residential Building/Space,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,10031,NEW YORK,MANHATTAN,40.82304780590587,-73.95421091848904
52057253,2021-10-02T20:53:16Z,2021-10-02T20:56:29Z,NYPD,noise - vehicle,Engine Idling,Closed,The Police Department responded to the complaint and took action to fix the condition.,10032,NEW YORK,MANHATTAN,40.834287486755194,-73.9479189036116
52057254,2021-10-02T14:49:59Z,2021-10-02T14:49:59Z,DOB,general construction/plumbing,Site Conditions Endangering Workers,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,10467,BRONX,BRONX,40.86314467869906,-73.86327294294743
52057255,2021-10-02T14:00:30Z,2021-10-02T14:00:30Z,DOB,building/use,Illegal Conversion Of Residential Building/Space,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,11417,Ozone Park,QUEENS,40.674819778583725,-73.85440114776245
52057256,2021-10-02T17:38:03Z,2021-10-02T17:38:03Z,DOB,special projects inspection team (spit),Illegal Hotel Rooms In Residential Building,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,11209,BROOKLYN,BROOKLYN,40.61727951449146,-74.0360450422736
52057257,2021-10-02T16:09:34Z,2021-10-02T16:09:34Z,DOB,special projects inspection team (spit),Illegal Hotel Rooms In Residential Building,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,11203,BROOKLYN,BROOKLYN,40.655069630363,-73.94325465224028
52057258,2021-10-02T18:00:31Z,2021-10-02T18:05:29Z,NYPD,noise - vehicle,Engine Idling,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,10019,NEW YORK,MANHATTAN,40.76365237959255,-73.99124599575572
52057259,2021-10-02T23:43:12Z,2021-10-03T01:27:43Z,NYPD,noise - vehicle,Engine Idling,Closed,The Police Department responded to the complaint and took action to fix the condition.,11375,FOREST HILLS,QUEENS,40.71108594977715,-73.83760682715759
52057260,2021-10-03T00:33:14Z,2021-10-03T00:37:46Z,NYPD,noise - vehicle,Engine Idling,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,10035,NEW YORK,MANHATTAN,40.80211821810222,-73.9454156836066
52057261,2021-10-03T02:08:00Z,NA,DEP,noise,Noise: air condition/ventilation equipment (NV1),Open,NA,11217,BROOKLYN,BROOKLYN,40.68842514566039,-73.97843716049282
52057262,2021-10-02T13:12:00Z,NA,DEP,noise,Noise: air condition/ventilation equipment (NV1),Open,NA,10463,BRONX,BRONX,40.879812447601836,-73.8968621771758
52057263,2021-10-03T00:33:16Z,NA,DOHMH,other,Customer Proof of Vaccination Not Checked,In Progress,NA,11214,BROOKLYN,BROOKLYN,40.5923238938451,-73.99529036732227
52057264,2021-10-02T19:28:23Z,NA,DSNY,other,Chained to Public Property,In Progress,NA,11229,BROOKLYN,BROOKLYN,40.598367963464504,-73.95630231784183
52057265,2021-10-03T01:44:00Z,NA,DEP,noise,Noise:  lawn care equipment (NCL),Open,NA,11204,BROOKLYN,BROOKLYN,40.62324363849719,-73.98960374890241
52057266,2021-10-02T17:41:04Z,2021-10-02T17:41:04Z,DOB,general construction/plumbing,Illegal Conversion Of Commercial Bldg/Space To Other Uses,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,11416,Ozone Park,QUEENS,40.680510165973175,-73.85918390965521
52057267,2021-10-02T19:18:07Z,2021-10-02T19:18:07Z,DOB,general construction/plumbing,Cons - Contrary/Beyond Approved Plans/Permits,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,11220,BROOKLYN,BROOKLYN,40.637200984190024,-74.00929588978774
52057268,2021-10-02T20:10:33Z,2021-10-02T20:10:33Z,DOB,plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,10301,STATEN ISLAND,STATEN ISLAND,40.6402325535879,-74.0820093388685
52057269,2021-10-02T15:38:56Z,NA,DSNY,other,Trash,In Progress,NA,10035,NEW YORK,MANHATTAN,40.80042109084379,-73.93822218356847
52057270,2021-10-02T21:09:36Z,2021-10-02T21:52:15Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded to the complaint and took action to fix the condition.,11203,BROOKLYN,BROOKLYN,40.65132445774902,-73.92644240517188
52057271,2021-10-03T00:46:38Z,2021-10-03T01:47:37Z,NYPD,blocked driveway,No Access,Closed,The Police Department issued a summons in response to the complaint.,11368,CORONA,QUEENS,40.74888748557248,-73.86824980686025
52057272,2021-10-03T03:12:54Z,2021-10-03T03:28:38Z,NYPD,blocked driveway,No Access,Closed,The Police Department issued a summons in response to the complaint.,10301,STATEN ISLAND,STATEN ISLAND,40.64527304850799,-74.08432897831446
52057273,2021-10-02T12:38:30Z,NA,DSNY,other,Trash,In Progress,NA,10012,NEW YORK,MANHATTAN,40.72676874846259,-74.00213587720036
52057274,2021-10-02T17:45:06Z,NA,DSNY,other,Trash,In Progress,NA,11354,FLUSHING,QUEENS,40.76483747037885,-73.81289548143324
52057275,2021-10-02T14:11:39Z,NA,DSNY,other,Trash,In Progress,NA,10016,NEW YORK,MANHATTAN,40.746685032934046,-73.97645501902981
52057276,2021-10-02T13:26:30Z,NA,DSNY,other,Trash,In Progress,NA,11238,BROOKLYN,BROOKLYN,40.68872810864874,-73.96140666806275
52057277,2021-10-02T19:00:19Z,2021-10-02T19:04:14Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,11220,BROOKLYN,BROOKLYN,40.63533342324562,-74.01845794995778
52057278,2021-10-02T18:12:34Z,2021-10-03T01:34:37Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded to the complaint and took action to fix the condition.,11213,BROOKLYN,BROOKLYN,40.6721715116416,-73.92714761294285
52057279,2021-10-02T14:35:51Z,2021-10-02T15:18:54Z,NYPD,blocked driveway,No Access,Closed,The Police Department issued a summons in response to the complaint.,11369,EAST ELMHURST,QUEENS,40.756875711958536,-73.8818275158277
52057280,2021-10-02T12:44:39Z,2021-10-02T13:04:49Z,NYPD,blocked driveway,No Access,Closed,The Police Department issued a summons in response to the complaint.,10451,BRONX,BRONX,40.82326229952157,-73.92383515921854
52057281,2021-10-02T15:23:29Z,2021-10-02T17:53:31Z,NYPD,blocked driveway,No Access,Closed,The Police Department issued a summons in response to the complaint.,10466,BRONX,BRONX,40.88754156821344,-73.86500576422465
52057282,2021-10-03T02:34:55Z,2021-10-03T02:47:43Z,NYPD,blocked driveway,No Access,Closed,The Police Department issued a summons in response to the complaint.,11385,RIDGEWOOD,QUEENS,40.70708876721968,-73.90585796781774
52057283,2021-10-03T01:16:30Z,2021-10-03T02:30:42Z,NYPD,blocked driveway,No Access,Closed,The Police Department issued a summons in response to the complaint.,11368,CORONA,QUEENS,40.74196903469716,-73.85761773970718
52057284,2021-10-02T12:29:12Z,2021-10-02T13:11:49Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,11421,WOODHAVEN,QUEENS,40.68936878780956,-73.84932114356769
52057285,2021-10-02T18:00:02Z,2021-10-02T18:24:14Z,NYPD,blocked driveway,No Access,Closed,The Police Department issued a summons in response to the complaint.,10469,BRONX,BRONX,40.87979682738715,-73.845902588871
52057286,2021-10-02T16:20:43Z,NA,DSNY,other,Removal Request,In Progress,NA,11422,ROSEDALE,QUEENS,40.66695562695563,-73.73799811416605
52057287,2021-10-02T12:55:53Z,2021-10-02T15:37:59Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded to the complaint and took action to fix the condition.,10457,BRONX,BRONX,40.84152855359907,-73.89296406232076
52057288,2021-10-02T17:44:49Z,NA,DSNY,other,Removal Request,In Progress,NA,10014,NEW YORK,MANHATTAN,40.73058652264166,-74.00680489052652
52057289,2021-10-02T11:25:12Z,2021-10-02T13:03:03Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,11213,BROOKLYN,BROOKLYN,40.67480698591912,-73.94255289168836
52057290,2021-10-02T14:55:36Z,NA,DSNY,other,Removal Request,In Progress,NA,10470,BRONX,BRONX,40.899870431701906,-73.85792336887489
52057291,2021-10-03T02:14:22Z,2021-10-03T02:21:26Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11374,REGO PARK,QUEENS,40.71942105784882,-73.86003243468492
52057292,2021-10-02T17:20:53Z,NA,DSNY,other,Bulky Recycling,In Progress,NA,10466,BRONX,BRONX,40.89740628006565,-73.85183009125222
52057294,2021-10-02T22:00:43Z,2021-10-02T23:09:25Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,10469,BRONX,BRONX,40.86993485022933,-73.85854052799554
52057295,2021-10-02T20:00:29Z,2021-10-02T21:11:28Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11416,OZONE PARK,QUEENS,40.683227512739194,-73.848397577178
52057296,2021-10-02T13:14:45Z,NA,DSNY,other,Trash,In Progress,NA,11213,BROOKLYN,BROOKLYN,40.66948259322632,-73.94350914546955
52057297,2021-10-02T19:17:14Z,2021-10-02T20:17:32Z,NYPD,blocked driveway,No Access,Closed,The Police Department issued a summons in response to the complaint.,11235,BROOKLYN,BROOKLYN,40.57854486891947,-73.9637814676719
52057298,2021-10-02T18:47:03Z,2021-10-02T19:01:55Z,NYPD,blocked driveway,No Access,Closed,The Police Department reviewed your complaint and provided additional information below.,11234,BROOKLYN,BROOKLYN,40.62376805884423,-73.92417088292281
52057299,2021-10-02T11:32:45Z,2021-10-02T12:40:37Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,11435,JAMAICA,QUEENS,40.69983624452786,-73.80475061246887
52057300,2021-10-03T02:57:36Z,2021-10-03T05:43:35Z,NYPD,blocked driveway,No Access,Closed,The Police Department issued a summons in response to the complaint.,11368,CORONA,QUEENS,40.74103880307275,-73.8556060851752
52057301,2021-10-03T01:36:30Z,NA,DSNY,other,Trash,In Progress,NA,11103,ASTORIA,QUEENS,40.767511176379145,-73.91203609832246
52057302,2021-10-03T02:43:56Z,2021-10-03T04:02:49Z,NYPD,blocked driveway,No Access,Closed,The Police Department issued a summons in response to the complaint.,11233,BROOKLYN,BROOKLYN,40.68203079278568,-73.91519909213133
52057303,2021-10-02T12:03:07Z,NA,DSNY,other,Trash,In Progress,NA,11385,RIDGEWOOD,QUEENS,40.70754829596954,-73.9072784226411
52057304,2021-10-02T12:05:45Z,NA,DSNY,other,Trash,In Progress,NA,11225,BROOKLYN,BROOKLYN,40.66344199892955,-73.9509358774612
52057305,2021-10-03T01:24:58Z,NA,DSNY,other,Removal Request,In Progress,NA,11232,BROOKLYN,BROOKLYN,40.646536308824025,-73.99609734216804
52057306,2021-10-03T03:00:45Z,2021-10-03T04:07:40Z,NYPD,blocked driveway,No Access,Closed,The Police Department issued a summons in response to the complaint.,11417,OZONE PARK,QUEENS,40.66890715058648,-73.83771312564365
52057307,2021-10-02T19:16:18Z,NA,DSNY,other,Removal Request,In Progress,NA,11235,BROOKLYN,BROOKLYN,40.578900640367635,-73.95326232791014
52057308,2021-10-02T15:53:56Z,2021-10-02T19:23:24Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,10472,BRONX,BRONX,40.82849716323242,-73.86011012751318
52057309,2021-10-03T03:50:56Z,2021-10-03T04:11:13Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11220,BROOKLYN,BROOKLYN,40.645690862841384,-74.00522509894184
52057310,2021-10-03T00:48:24Z,2021-10-03T01:28:27Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,11228,BROOKLYN,BROOKLYN,40.625626230628356,-74.00904931220163
52057311,2021-10-02T16:40:28Z,NA,DSNY,other,Trash,In Progress,NA,10459,BRONX,BRONX,40.828490744992266,-73.89251167766209
52057312,2021-10-03T02:01:08Z,2021-10-03T03:13:28Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10466,NA,BRONX,40.888858550142665,-73.84497017402144
52057313,2021-10-03T02:45:29Z,NA,DSNY,other,Trash,In Progress,NA,11226,BROOKLYN,BROOKLYN,40.65302136936349,-73.96157868807671
52057314,2021-10-02T14:11:25Z,2021-10-02T15:04:46Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,11369,EAST ELMHURST,QUEENS,40.76499857580331,-73.86537327550595
52057315,2021-10-02T10:20:10Z,NA,DSNY,other,Trash,In Progress,NA,10451,NA,BRONX,NA,NA
52057316,2021-10-02T15:02:28Z,2021-10-02T18:53:24Z,NYPD,blocked driveway,No Access,Closed,The Police Department issued a summons in response to the complaint.,10457,BRONX,BRONX,40.84735802369586,-73.90189681580628
52057317,2021-10-03T03:25:26Z,2021-10-03T03:51:17Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded to the complaint and took action to fix the condition.,11420,SOUTH OZONE PARK,QUEENS,40.67323090458011,-73.82509588064711
52057318,2021-10-02T13:12:19Z,NA,DSNY,other,Bulky Recycling,In Progress,NA,11216,BROOKLYN,BROOKLYN,40.68077521342579,-73.93932451104864
